transformer_2t_2l_b64-l5e-05-h64-d0.5
Carico grafi già salvati
# train raw: 10037, # val: 4302
 Train label distrib: Counter({1: 5036, 0: 5001})
 Val   label distrib: Counter({1: 2159, 0: 2143})
Epoch 001 | Train Loss: 0.6948, Train Acc: 0.5080 | Val Loss: 0.6911, Val Acc: 0.5019 | LR: 0.00000423
Epoch 024 | Train Loss: 0.6892, Train Acc: 0.5525 | Val Loss: 0.6908, Val Acc: 0.4981 | LR: 0.00000423
Epoch 025 | Train Loss: 0.6885, Train Acc: 0.5748 | Val Loss: 0.6904, Val Acc: 0.4981 | LR: 0.00000423
Epoch 026 | Train Loss: 0.6885, Train Acc: 0.5737 | Val Loss: 0.6906, Val Acc: 0.4981 | LR: 0.00000423
Epoch 027 | Train Loss: 0.6884, Train Acc: 0.5641 | Val Loss: 0.6903, Val Acc: 0.4981 | LR: 0.00000423
Epoch 028 | Train Loss: 0.6880, Train Acc: 0.5762 | Val Loss: 0.6896, Val Acc: 0.4981 | LR: 0.00000422
Epoch 029 | Train Loss: 0.6877, Train Acc: 0.5730 | Val Loss: 0.6917, Val Acc: 0.4981 | LR: 0.00000423
Epoch 030 | Train Loss: 0.6872, Train Acc: 0.6064 | Val Loss: 0.6910, Val Acc: 0.4981 | LR: 0.00000423
Epoch 031 | Train Loss: 0.6871, Train Acc: 0.5859 | Val Loss: 0.6908, Val Acc: 0.4981 | LR: 0.00000423
Epoch 032 | Train Loss: 0.6866, Train Acc: 0.5995 | Val Loss: 0.6913, Val Acc: 0.4981 | LR: 0.00000423
Epoch 033 | Train Loss: 0.6860, Train Acc: 0.5817 | Val Loss: 0.6901, Val Acc: 0.4981 | LR: 0.00000423
Epoch 034 | Train Loss: 0.6858, Train Acc: 0.5941 | Val Loss: 0.6933, Val Acc: 0.4981 | LR: 0.00000423
Epoch 035 | Train Loss: 0.6852, Train Acc: 0.6072 | Val Loss: 0.6922, Val Acc: 0.4981 | LR: 0.00000423
Epoch 036 | Train Loss: 0.6842, Train Acc: 0.5836 | Val Loss: 0.6920, Val Acc: 0.4981 | LR: 0.00000423
Epoch 037 | Train Loss: 0.6844, Train Acc: 0.6051 | Val Loss: 0.6978, Val Acc: 0.4981 | LR: 0.00000424
Epoch 038 | Train Loss: 0.6839, Train Acc: 0.6219 | Val Loss: 0.6941, Val Acc: 0.4981 | LR: 0.00000424
Epoch 039 | Train Loss: 0.6837, Train Acc: 0.6038 | Val Loss: 0.6995, Val Acc: 0.4981 | LR: 0.00000425
Epoch 040 | Train Loss: 0.6830, Train Acc: 0.6213 | Val Loss: 0.7027, Val Acc: 0.4981 | LR: 0.00000426
Epoch 041 | Train Loss: 0.6818, Train Acc: 0.6361 | Val Loss: 0.7011, Val Acc: 0.4981 | LR: 0.00000425
Epoch 042 | Train Loss: 0.6813, Train Acc: 0.6286 | Val Loss: 0.7093, Val Acc: 0.4981 | LR: 0.00000427
Epoch 043 | Train Loss: 0.6807, Train Acc: 0.6337 | Val Loss: 0.7087, Val Acc: 0.4981 | LR: 0.00000427
Epoch 044 | Train Loss: 0.6799, Train Acc: 0.6382 | Val Loss: 0.7121, Val Acc: 0.4981 | LR: 0.00000428
Epoch 045 | Train Loss: 0.6790, Train Acc: 0.6291 | Val Loss: 0.7206, Val Acc: 0.4981 | LR: 0.00000430
Epoch 046 | Train Loss: 0.6781, Train Acc: 0.6385 | Val Loss: 0.7267, Val Acc: 0.4981 | LR: 0.00000432
Epoch 047 | Train Loss: 0.6775, Train Acc: 0.6423 | Val Loss: 0.7363, Val Acc: 0.4981 | LR: 0.00000434
Epoch 048 | Train Loss: 0.6770, Train Acc: 0.6366 | Val Loss: 0.7357, Val Acc: 0.4981 | LR: 0.00000434
Epoch 049 | Train Loss: 0.6766, Train Acc: 0.6395 | Val Loss: 0.7358, Val Acc: 0.4981 | LR: 0.00000434
Epoch 050 | Train Loss: 0.6758, Train Acc: 0.6340 | Val Loss: 0.7488, Val Acc: 0.4981 | LR: 0.00000437
Epoch 051 | Train Loss: 0.6734, Train Acc: 0.6412 | Val Loss: 0.7533, Val Acc: 0.4981 | LR: 0.00000438
Epoch 052 | Train Loss: 0.6727, Train Acc: 0.6506 | Val Loss: 0.7685, Val Acc: 0.4981 | LR: 0.00000442
Epoch 053 | Train Loss: 0.6722, Train Acc: 0.6479 | Val Loss: 0.7735, Val Acc: 0.4981 | LR: 0.00000443
Epoch 054 | Train Loss: 0.6714, Train Acc: 0.6409 | Val Loss: 0.7850, Val Acc: 0.4981 | LR: 0.00000446
Epoch 055 | Train Loss: 0.6711, Train Acc: 0.6403 | Val Loss: 0.7859, Val Acc: 0.4981 | LR: 0.00000446
Epoch 056 | Train Loss: 0.6689, Train Acc: 0.6557 | Val Loss: 0.8175, Val Acc: 0.4981 | LR: 0.00000454
Epoch 057 | Train Loss: 0.6690, Train Acc: 0.6414 | Val Loss: 0.8144, Val Acc: 0.4981 | LR: 0.00000454
Epoch 058 | Train Loss: 0.6670, Train Acc: 0.6620 | Val Loss: 0.8192, Val Acc: 0.4981 | LR: 0.00000455
Epoch 059 | Train Loss: 0.6672, Train Acc: 0.6537 | Val Loss: 0.8294, Val Acc: 0.4981 | LR: 0.00000457
Epoch 060 | Train Loss: 0.6664, Train Acc: 0.6555 | Val Loss: 0.8306, Val Acc: 0.4981 | LR: 0.00000458
Epoch 061 | Train Loss: 0.6640, Train Acc: 0.6614 | Val Loss: 0.8553, Val Acc: 0.4981 | LR: 0.00000464
Epoch 062 | Train Loss: 0.6627, Train Acc: 0.6668 | Val Loss: 0.8515, Val Acc: 0.4981 | LR: 0.00000463
Epoch 063 | Train Loss: 0.6619, Train Acc: 0.6615 | Val Loss: 0.8670, Val Acc: 0.4981 | LR: 0.00000467
Epoch 064 | Train Loss: 0.6606, Train Acc: 0.6647 | Val Loss: 0.8671, Val Acc: 0.4981 | LR: 0.00000467
Epoch 065 | Train Loss: 0.6600, Train Acc: 0.6658 | Val Loss: 0.8746, Val Acc: 0.4981 | LR: 0.00000469
Epoch 066 | Train Loss: 0.6588, Train Acc: 0.6693 | Val Loss: 0.8772, Val Acc: 0.4981 | LR: 0.00000469
Epoch 067 | Train Loss: 0.6567, Train Acc: 0.6793 | Val Loss: 0.8940, Val Acc: 0.4981 | LR: 0.00000474
Epoch 068 | Train Loss: 0.6559, Train Acc: 0.6759 | Val Loss: 0.8636, Val Acc: 0.4981 | LR: 0.00000466
Epoch 069 | Train Loss: 0.6539, Train Acc: 0.6800 | Val Loss: 0.8824, Val Acc: 0.4981 | LR: 0.00000471
Epoch 070 | Train Loss: 0.6520, Train Acc: 0.6859 | Val Loss: 0.8408, Val Acc: 0.4981 | LR: 0.00000460
Epoch 071 | Train Loss: 0.6522, Train Acc: 0.6791 | Val Loss: 0.8655, Val Acc: 0.4981 | LR: 0.00000466
Epoch 072 | Train Loss: 0.6493, Train Acc: 0.6923 | Val Loss: 0.8608, Val Acc: 0.4981 | LR: 0.00000465
Epoch 073 | Train Loss: 0.6458, Train Acc: 0.7074 | Val Loss: 0.8358, Val Acc: 0.4981 | LR: 0.00000459
Early stopping at epoch 73 (no improvement for 50 epochs)
Test Loss: 0.7004, Test Acc: 0.3758
Confusion matrix per tumor_id:
CRC1502: TP=0, FP=0, FN=4826, TN=0
CRC0322: TP=0, FP=0, FN=0, TN=2906
